key,strategy,journal_found,journal_superkey,era,pattern,lookup_source,predictability_rate,reason,journal,year,volume,issue,pages
falk2020wage,PATTERN,True,JRN-1111-EJ,Wiley,10.1111/j.1468-0297.{year}.{suffix}.x,,0.27,Predictable pattern for Wiley era,Economic Journal,2020,,,
falk2021reciprocal,LOOKUP,True,JRN-1093-RES,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Economic Studies,2021,,,
fehr1992punishment,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1992,,,
fehr1993early,LOOKUP,True,JRN-1093-QJE,JSTOR Legacy,,JSTOR,0.01,NUMERIC pattern in JSTOR Legacy era - not predictable,Quarterly Journal of Economics,1993,,,
fehr1994design,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1994,,,
fehr1994punishment,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1994,,,
fehr1995evolution,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Proceedings of the National Academy of Sciences,1995,,,
fehr1995inequality,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1995,,,
fehr1996norm,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1996,,,
fehr1996voluntary,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,1996,,,
fehr1997origins,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,1997,,,
fehr1997public,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1997,,,
fehr1997reciprocal,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,1997,,,
fehr1998efficient,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,1998,,,
fehr1998informal,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1998,,,
fehr1999expansion,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Proceedings of the Royal Society B,Proceedings of the Royal Society B,1999,,,
fehr1999redistribution,PATTERN,True,JRN-1016-JPUBE,Elsevier,10.1016/j.jpubeco.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Public Economics,1999,,,
fehr2000fairness,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2000,null,null,
fehr2000patterns,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Handbook of Experimental Economics Results,2000,,,
fehr2000wages,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,2000,,,
fehr2001culture,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Theoretical Biology,Journal of Theoretical Biology,2001,,,
fehr2001group,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Experimental Results,Handbook of Experimental Results,2001,,,
fehr2001inequality,LOOKUP,True,JRN-1086-JOLE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Labor Economics,2001,,,
fehr2001minimum,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2001,,,
fehr2002enforcement,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2002,,,
fehr2002indirect,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Human Nature,2002,,,
fehr2002inequality,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Reciprocity: Theory and Practice,Handbook of Reciprocity: Theory and Practice,2002,,,
fehr2003direct,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature,2003,,,
fehr2003unemployment,LOOKUP,True,JRN-1086-JOLE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Labor Economics,2003,,,
fehr2003variation,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Cross-Cultural Psychology,Journal of Cross-Cultural Psychology,2003,,,
fehr2003wealth,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies,2003,,,
fehr2003when,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2003,,,
fehr2004dilemma,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,The Handbook of Experimental Economics Results,2004,,,
fehr2004productivity,LOOKUP,True,JRN-1162-REST,MIT Press,,CrossRef,1.0,"Missing required fields for pattern: volume, issue, pages",Review of Economics and Statistics,2004,,,
fehr2004progressive,PATTERN,True,JRN-1016-JPUBE,Elsevier,10.1016/j.jpubeco.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Public Economics,2004,,,
fehr2004sanctioning,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,2004,,,
fehr2005altruistic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Advances in Economic Analysis \& Policy,Advances in Economic Analysis \& Policy,2005,,,
fehr2005direct,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2005,,,
fehr2005gift,PATTERN,True,JRN-1111-IER,Wiley,10.1111/j.1468-2354.{year}.{suffix}.x,,0.5,Predictable pattern for Wiley era,International Economic Review,2005,,,
fehr2005global,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Environmental Economics and Management,Journal of Environmental Economics and Management,2005,,,
fehr2005income,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2005,,,
fehr2005selection,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2005,,,
fehr2006behavioral,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,The Handbook of Experimental Economics Results,2006,,,
fehr2006contract,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies,2006,,,
fehr2006incentive,LOOKUP,True,JRN-1093-JEEA,MIT Press,,CrossRef,0.0,LONG_CODE pattern in MIT Press era - not predictable,Journal of the European Economic Association,2006,,,
fehr2006leadership,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2006,,,
fehr2006moral,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2006,,,
fehr2006policy,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Policy Analysis and Management,Journal of Policy Analysis and Management,2006,,,
fehr2006status,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2006,,,
fehr2006third,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Experimental Social Psychology,Journal of Experimental Social Psychology,2006,,,
fehr2007contract,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2007,,,
fehr2007motivation,LOOKUP,False,,,,CrossRef,0.0,"Journal not in database: Handbook of the Economics of Giving, Altruism and Reciprocity","Handbook of the Economics of Giving, Altruism and Reciprocity",2007,,,
fehr2007poverty,PATTERN,True,JRN-1016-JDE,Elsevier,10.1016/j.jdeveco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Development Economics,2007,,,
fehr2007reciprocity,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,The Handbook of Experimental Economics Results,2007,,,
fehr2008effort,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2008,,,
fehr2008implementation,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Handbook of Implementation Science,2008,,,
fehr2008reciprocity,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2008,,,
fehr2008redistribution,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies,2008,,,
fehr2008scaling,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature,2008,,,
fehr2008wage,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2008,,,
fehr2009competition,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2009,,,
fehr2009environmental,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Environmental Science \& Technology,2009,,,
fehr2009intrinsic,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2009,,,
fehr2009time,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2009,,,
fehr2010altruism,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2010,,,
fehr2010bonus,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Strategic Management Journal,Strategic Management Journal,2010,,,
fehr2010health,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Health Affairs,Health Affairs,2010,,,
fehr2010perspective,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2010,,,
fehr2010reciprocity,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2010,,,
fehr2011education,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Human Capital,Journal of Human Capital,2011,,,
fehr2011human,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2011,,,
fehr2011market,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2011,,,
fehr2011overview,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2011,,,
fehr2011punishment,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,2011,,,
fehr2011trust,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2011,,,
fehr2012design,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2012,,,
fehr2012fairness,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2012,,,
fehr2012second,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies,2012,,,
fehr2012summary,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Handbook of Experimental Economics,2012,,,
fehr2012work,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Organizational Economics,Handbook of Organizational Economics,2012,,,
fehr2013behavioral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Policy Studies Journal,Policy Studies Journal,2013,,,
fehr2013implicit,LOOKUP,True,JRN-1017-JDM,JDM,,CrossRef,0.0,ALPHA_NUM pattern in JDM era - not predictable,Judgment and Decision Making,2013,,,
fehr2013market,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2013,,,
fehr2013reciprocal,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2013,,,
fehr2013review,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2013,,,
fehr2014evolution,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature Human Behaviour,2014,,,
fehr2014fairness,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2014,,,
fehr2014future,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature Human Behaviour,2014,,,
fehr2014synthesis,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2014,,,
fehr2015cultural,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2015,,,
fehr2015integrated,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature Human Behaviour,2015,,,
fehr2015reciprocity,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature Human Behaviour,2015,,,
fernandez2011does,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2011,null,null,
fischbacher2006normative,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,CESifo Working Paper,2006,,,
fischbacher2017outcomes,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2017,,,
fisman2006corruption,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2006,null,null,
fox2002ambiguity,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Management Science,2002,,,
fox2007weighting,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Neuroeconomics,Neuroeconomics,2007,,,
frey1997cost,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2001,null,null,
friedman1953methodology,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1953,null,null,
gabaix2007evolution,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2007,,,
gabaix2014sparsity,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2014,null,null,
gabaix2017asset,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2017,,,
gabaix2017myopia,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2017,,,
gabaix2022aggregate,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2022,,,
gennaioli2010comes,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2010,null,null,
gintis2005behavioral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2005,null,null,
glimcher2009tokens,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: PLoS Biology,PLoS Biology,2009,,,
gneezy2004doing,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Handbook of Experimental Economics,2004,2,,
gneezy2020field,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Public Affairs Books,2020,,,
goldin2000orchestrating,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2000,null,null,
goldin_1984_historical_perspective,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Explorations in Economic History,Explorations in Economic History,1984,21,1,
goldin_1990_understanding,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Book,Book,1990,,,
goldin_1991_marriage_bars,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Favorites of Fortune,Favorites of Fortune,1991,,,
goldin_1995_u_shaped,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Investment in Women's Human Capital,Investment in Women's Human Capital,1995,,,
goldin_2014_human_capital_handbook,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Economic Growth,Handbook of Economic Growth,2014,2,,
goldin_2015_hours_flexibility,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2015,,,
goldin_2016_human_capital,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Cliometrics,Handbook of Cliometrics,2016,,,
goldin_2021_career_family,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Book,Book,2021,,,
goldin_2022_understanding_gap,LOOKUP,True,JRN-2307-BPEA,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,Brookings Papers on Economic Activity,2022,,,
goldin_2023_nobel_lecture,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Nobel Prize Lecture,Nobel Prize Lecture,2023,,,
goldin_katz_1996_technology,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1996,86,2,
goldin_katz_2007_long_run,LOOKUP,True,JRN-2307-BPEA,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,Brookings Papers on Economic Activity,2007,2,,
goldin_katz_2008_race,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Book,Book,2008,,,
goldin_polachek_1987_residual,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1987,77,2,
goldstein2008yes,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Free Press,Free Press,2008,,,
granovetter1973strength,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1973,null,null,
grether1979preference,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1979,69,4,
grosskopf_nagel_2001_dominance,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2001,,,
grosskopf_nagel_2008_two,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2008,62,,93-99
guiso2006does,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2006,null,null,
gul1991theory,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1991,,,
haidt2007psychology,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2007,,,
haidt2015good,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Lecture Series,Lecture Series,2015,,,
haley2011culture,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of International Business Studies,Journal of International Business Studies,2011,,,
haley2013emerging,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Organization \& Environment,Organization \& Environment,2013,,,
hamermesh2011beauty,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2011,null,null,
hamilton_2019_neoliberalism,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Democracy Journal,Democracy Journal,2019,,,
hanushek2008role,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2008,null,null,
hayek1945use,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1945,null,null,
heckman2010building,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2010,null,null,
helpman1985market,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1985,null,null,
hogarth2005educating,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2005,,,
hogarth2011intuition,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Yale University Press,Yale University Press,2011,,,
hommes_sonnemans_tuinstra_nagel_2005,LOOKUP,True,JRN-1093-RFS,Oxford Modern,,CrossRef,0.0,ALPHA_NUM pattern in Oxford Modern era - not predictable,Review of Financial Studies,2005,18,,955-980
ichniowski1997effects,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1997,null,null,
imbens2015causal,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2015,null,null,
jones_molitor_reif_2025_habits,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2025,,,
kahneman1980regret,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,1980,,,
kahneman1982heuristics,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Daniel Kahneman and Amos Tversky: Handbook,Daniel Kahneman and Amos Tversky: Handbook,1982,,,
kahneman1983conjunction,LOOKUP,True,JRN-1037-PREV,APA,,CrossRef,0.0,"Missing required fields for pattern: volume, issue, pages",Psychological Review,1983,,,
kahneman1983errors,LOOKUP,True,JRN-1017-JDM,JDM,,CrossRef,0.0,ALPHA_NUM pattern in JDM era - not predictable,Judgment and Decision Making,1983,,,
kahneman1984variants,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: American Psychologist,American Psychologist,1984,,,
kahneman1985ambiguity,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1985,,,
kahneman1986joint,LOOKUP,True,JRN-1037-PREV,APA,,CrossRef,0.0,"Missing required fields for pattern: volume, issue, pages",Psychological Review,1986,,,
kahneman1986loss,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1986,,,
kahneman1987representativeness,LOOKUP,True,JRN-1017-JDM,JDM,,CrossRef,0.0,ALPHA_NUM pattern in JDM era - not predictable,Handbook of Judgment and Decision Making,1987,,,
kahneman1988frame,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,1988,,,
kahneman1988mental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Advances in Experimental Social Psychology,Advances in Experimental Social Psychology,1988,,,
kahneman1989overconfidence,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1989,,,
kahneman1990reference,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,1990,,,
kahneman1991anchoring,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,1991,,,
kahneman1992certainty,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,1992,,,
kahneman1992problem,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,1992,,,
kahneman1993belief,LOOKUP,True,JRN-1037-PBULL,APA,,CrossRef,0.8,"Missing required fields for pattern: volume, issue, pages",Psychological Bulletin,1993,,,
kahneman1994prospect,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,1994,,,
kahneman1995reference,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,1995,,,
kahneman1996hindsight,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Organizational Behavior and Human Decision Performance,Organizational Behavior and Human Decision Performance,1996,,,
kahneman1997medical,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Medical Decision Making,Medical Decision Making,1997,,,
kahneman1998experimental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Experimental Decision Making,Handbook of Experimental Decision Making,1998,,,
kahneman1999experienced,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,1999,,,
kahneman1999illusion,LOOKUP,True,JRN-1037-JPSP,APA,,CrossRef,0.8,"Missing required fields for pattern: volume, issue, pages",Journal of Personality and Social Psychology,1999,,,
kahneman1999intuitive,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Advances in Decision Analysis,Advances in Decision Analysis,1999,,,
kahneman2000conditions,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,2000,,,
kahneman2000duration,LOOKUP,True,JRN-1037-PBULL,APA,,CrossRef,0.8,"Missing required fields for pattern: volume, issue, pages",Psychological Bulletin,2000,,,
kahneman2001features,LOOKUP,True,JRN-1017-JDM,JDM,,CrossRef,0.0,ALPHA_NUM pattern in JDM era - not predictable,Judgment and Decision Making,2001,,,
kahneman2001robust,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The Psychological Basis of Organizational Behavior,The Psychological Basis of Organizational Behavior,2001,,,
